"","text","sentiment"
"5651","no no no swa low fares and ontime service is great but manufactured quirkiness mmm not so much signed captiveaudience","negative"
"5652","will you please start offering services out of and to other airports have to drive 34 hrs to use u","negative"
"5653","flying now from jax to den and i paid 8 for wifi that barely is functional  couldnt do work if i wanted to  never again","negative"
"5654","flight to nashville was cancelled flightled how do we another flight ive been trying to call amp cannot get a human","negative"
"5655","delay is understandable but look at the time of the the flight and boarding time weird","negative"
"5656"," i will dm you now","neutral"
"5657","already booked my tickets for august 20th30th  cant wait for my vacation","positive"
"5658","very frustrated bought early bird at 630am on day tickets were released and got midb ticket spend 50 for nothing","negative"
"5659","is that ","neutral"
"5660","maybe it is just a machine","neutral"
"5661","so when your plane doesnt work the luxuries i paid for go away but you keep my money i need that biz model","negative"
"5662","you will extend if i call the day it expireswhy cant it just be extended now","negative"
"5663","y airline i fly with but havent seen anything like this yet","negative"
"5664","thats awesome love flying swa","positive"
"5665","that guy was the flight attendant on my last flight‚Ä he was hilarious ‚ò","positive"
"5666","thanks for the info and the quick response","positive"
"5667","shhhh i dont want something else to steal our dealˇòâ","positive"
"5668","cancelled flighting flights 45 minutes before takeoff amp sitting for 45 min on the runway of the rescheduled flight ","negative"
"5669","how do i go on the scavenger hunt if im in boston","neutral"
"5670","hi there we‚Äôre flying swa today our son has a peanut allergy any way to request the crew not serve peanuts on flight thx","neutral"
"5671","deborah helped meˇíÅ","positive"
"5672","give this guy a raisegreat start to flight from az to mke","positive"
"5673"," is not intl friendly","negative"
"5674","ha ha not a make or break for me either way","neutral"
"5675","44 in horrible customer service empty seats in early flight wantcharge me double to get home early instead the usual late flight","negative"
"5676","can you answer the phone so i can change my flight plans srsly","negative"
"5677","you could be a little more accommodating with extending my flight creditwhats 10 extra days","negative"
"5678","i would","neutral"
"5679","if you are going to be inconsistent enforcing your rules id prefer you not randomly take it out on freq flyers that obey","negative"
"5680","can you show me some luvits 9 degrees and all this snow but imdetermined to go to httptcooxm6cwgab7","neutral"
"5681","sent","neutral"
"5682","what does relay concerns really mean amp howwhy do u keep letting people on flights with bags larger than u state are allowabl","negative"
"5683","what number can we use to all from outside the us thx","neutral"
"5684","how long does it take for points from rr shopping to post to my account got email saying ive earned points but dont see em","negative"
"5685","thanks i know the routes you currently have from newark i was just wondering if there was any new ones on the horizon","neutral"
"5686","oh my gosh going to dm you now thank you","positive"
"5687","thank you so much youre amazing im going to cry omg","positive"
"5688","if you could get me on the 1215 flight my 1010 has been delayed until 105","negative"
"5689","couldnt make flight funds forfeited as a no show was trying to book another flight using those funds im out","negative"
"5690","i dmed you ","neutral"
"5691","when is the last chance to win ","neutral"
"5692","make this delay go away maybe upgrade me and kats seats we are headed to columbus","negative"
"5693"," i have a flight 222 am from fort lauderdale to bwi can i cancelled flight that flight  flight trip id ","neutral"
"5694","do you know when the last chance is","neutral"
"5695","larry david works for southwest","neutral"
"5696"," flying southwest for the first time to lga with a layover in atlanta","neutral"
"5697","hi just wanted to see if you have any new routes planned this year for newark love flying you guys and hope to do so more","positive"
"5698","thank you well be in touch ","positive"
"5699","fjbfsc  all i need is receipt showing the 20 charge i have on my amex not the xx that i keep getting sent","negative"
"5700","what do i need to do when tsa pre doesnt show for a flight of mine","negative"
"5701"," getting the run around today with customer service amp disconnected customer relations  given twice help","negative"
"5702","have been doing that for hours already","negative"
"5703","flight from bwi to isp ready to go thanks for keeping us warm httptcobfpfw6eyku","positive"
"5704","love love love this southwest rocks always httpstcoq8vsffrd1u","positive"
"5705","who can i contact about requesting a charity donation ","neutral"
"5706","shout out to the flight crew for taking amazing care of us on our double down flight ","positive"
"5707"," what is the status on flightstlaus","neutral"
"5708","please do hate having to fly a different airline youre my fav","positive"
"5709","after flying delta this week gogo was so good the tweet i sent you didnt even send until we landed  thats how bad it was","negative"
"5710","sure thing","positive"
"5711","why did you book my hotel twice ahhhhh","negative"
"5712","save mile to visit family in and this will impact how many times i can see my mother  i planned and you change the rules","positive"
"5713","jackpot  httptcozo2iceg4li","positive"
"5714","you were my go to airline now not so much you say you care but i now see not so much right now you suck","negative"
"5715","i have been loyal to southwest from the beginning but very unhappy about your devaluation","negative"
"5716","id is my favorite band and i met my 2bestfriends thanks to them it would be life changing to see them","neutral"
"5717","i live in the southwest imagine dragons is my favorite band and i met my 2bestfriends thanks to them it would be amazing ","positive"
"5718"," longer flights with series no wifi will be great when you retire them","negative"
"5719","excruciatingly slow internet on swa flights is now the norm rather than the exception is this being addressed","negative"
"5720","yes thank you just sent dm","neutral"
"5721","when is the last chance to get tickets i would die of happiness if i won ˇòˇôè","neutral"
"5722","the inbrowser hover over is intrusive and annoying and the fact that the wifi only works on one device is sort of sad","negative"
"5723","the sign in screen had major mobile issues the responsive design wasnt working properly my nexus 5","negative"
"5724","sure did also read on there that southwest doesnt believe it is liable for the incident how is it my fault that sw lost it","negative"
"5725","whats up with the new inflight wifi service super crappy user experience miss the old provider ","negative"
"5726","its too damn cold to be sitting on this runway with no heat","negative"
"5727","can you please follow so i can dm thx","neutral"
"5728","sent dm","neutral"
"5729"," i love you air travel doesnt get easier","positive"
"5730","received awesome phone help from jim today helped me switch around flights booked with points","positive"
"5731","repeating this is policy is basically repeating fuck you to your customers ill be shopping for a new airline asap","negative"
"5732","yeah thats not what happened im really pissed this is the kind of thing i expect from us or austrian not you","negative"
"5733"," glad to see you know how to keep the money in your own pockets thanks for the voucher in return for lost bag","negative"
"5734","you call this customer service sitting in the tarmack for 1hr lost bag and you give me a  voucher","negative"
"5735","i would love to go to the show tomorrow in utah at  ive been trying so hard","neutral"
"5736","i hope i can take my selfie stick on the plane today ","neutral"
"5737","thats bull once you add a fare to the cart you should be locked in i made it all the way to paypal","negative"
"5738","it is working on a different device though any help is appreciated","neutral"
"5739","having trouble with wifi no matter what i get redirected back to getconnected page even though it says im connected","negative"
"5740","is this account even aware of the contest the one youre fucking up for me","negative"
"5741","thank you i cant wait either ","positive"
"5742","what does this even mean  im taking about letting elite customers who paid for a seat fill a seat that will go empty anyway","negative"
"5743","sweet glad to hear it ill keep you guys in mind next time","positive"
"5744","you do a great job of achieving that at most cities just not at bwi","negative"
"5745","hello my flight is cancelled flightled for and no one at your desk at kci knows what the fuck is happening","negative"
"5746","your employees at bwi have been amazing","positive"
"5747","thanks for responding","positive"
"5748","thanks for leaving me hanging here flights all fucked up now no help","negative"
"5749","hi winter wx advisory issued for stl snow amp ice amp cold oh my will you issue a travel advisory for that","neutral"
"5750","if a travel advisory is posted for den can i then make changes to my ticket anything i need to know before i call","neutral"
"5751","luxury only 40 people on this flight im going to get spoiled","negative"
"5752","three flights with three  check in agents not enough  back to jet blue","negative"
"5753","when are you releasing your flights for september just found out you fly direct lbb to las so excited ","positive"
"5754","unable to book travel right now on the website or through the app help","negative"
"5755","gracias appreciate that","positive"
"5756","was fantastic thats the best flight service ive ever had","positive"
"5757","would love to win tickets and take my son to imagine dragons in provo saturday night  crossed fingers ","neutral"
"5758","promotion also said two free round trip flights nope had to pay extra for chi to vegas baitampswitch","negative"
"5759","so for an extra luggage it cost 75","negative"
"5760","turned my nonstop flight between laguardiadal into a 1 stop in stl wth im thinking some sorta comp is in order really","negative"
"5761","flying with you in about 2 weeks bringing blankets bc its freezingˇòú","positive"
"5762","last 5 flights have all consistently ran behind schedule whats up with that ","negative"
"5763","how about some sweet promo code to help me visit my family please lol","neutral"
"5764","my sinuses had to contend with two painful landings rather than one and we missed a preregistration window beyond frustrated","negative"
"5765","why do airlines change ticket prices in the middle of the day
","negative"
"5766","again youre killing me late flightly","negative"
"5767","love imagine dragons  so much i eould die if i got tickets","positive"
"5768","i wannaa go to the vegas show so bad id doo anything ","neutral"
"5769","i love imagine dragons o flipping much pls ","positive"
"5770","i would love to go to the atlanta show ‚ôÔè","positive"
"5771","i would do anything for tickets to the vegas anything i love imagine dragons so much","positive"
"5772","another delay wow","negative"
"5773","i dont want to be too whiny we accommodated several passengers whose earlier flight was cancelled flightled our flight was very long","negative"
"5774","this would be an awesome experience ","positive"
"5775","hi i ‚ùÔè your company and fly all the time i was wondering if you could please share this link amp read httptcolo6lghpcdu","positive"
"5776","yes how about in san diego","neutral"
"5777","i cant begin to tell you how slow my planes wifi is i cant even pull up an email  what am i paying 8 for","negative"
"5778","do we get to pick which show ","neutral"
"5779","betsy is the besty gettin stuck at might not be bad for mostbut i want home ","negative"
"5780","we should be landing at ric right now but havent even left atl should have picked delta maybe","negative"
"5781","i love ya but your bringin me down an hour late flight leaving and now weve been sitting in the runway for 20 min ˇò ","negative"
"5782","i have never been mor e disappointed in a company charging 8 to use your wifi which only works for about 8 apps parhetic","negative"
"5783"," just picked up my bag at seatac all the clothes are soaking wet httptcongxal9oml6","negative"
"5784","would be cool if the best airlines company hooked me up with tickets for vegas ","positive"
"5785","appreciate the reply hopefully those lax agents get the memo cheers","positive"
"5786","can you help me out with tickets to the vegas event i would be so stoked","neutral"
"5787","i notice that there are separate buttons for guitar and actual music in this pic some bands should take note of this","neutral"
"5788","give me tickets to atlanta i would do anything  anything ˇòÜ","neutral"
"5789","offering us absolutely nothing for our troubles either blames the ","negative"
"5790","link doesnt work","negative"
"5791","just realized my luv voucher expired today  any chance of getting some luv with an extension please ","neutral"
"5792","itd be nice if i could get an answer even a simple no would do i just want to know ","negative"
"5793","after 4 hours of delays you did make a nice offer for rescheduling me the next day but","negative"
"5794","a nice trip back home after a looong vaca ˇòöˇú httptco9trvfncedl","positive"
"5795","paid for in flight wifi from austin to san diego  wasnt useable  possible to get a refund conf ","negative"
"5796","it was the usually excellent swa flight","positive"
"5797","you know i ‚ùÔèyou but trying my patience  had easier cheaper ways from tpa to pdx but stuck w u turned my 3 hrs in mci to 6","negative"
"5798","i figured the streaming wouldnt work per the tos but just the site is taking longer than 5 minutes to load","negative"
"5799","now we have to wait and wait to get it straight i fly you for personal and business but now not so sure ","negative"
"5800","because your gate attendant let someone board whose boarding pass kept reading invalid this messed up the passenger log","negative"
"5801","your wifi experience is terrible 8 is a ripoff i cant get to or mrn for ","negative"
"5802","dear swa i fly you a lot   most of the time amazing today unacceptablei am sitting here in midway delayed 20 min","negative"
"5803"," what do you know finally lined up like cattle to board my sw flight after original departure time ","negative"
"5804","seems like you could make more money by opening up seats on a more desirable flight","neutral"
"5805","jason  at gate in san made my afternoon ","positive"
"5806","thanks for adding straight flights from columbus to oakland","positive"
"5807"," i look forward to those direct flights to california to see my family more often thank you ","positive"
"5808","where is the great customer service i have come to knowexpect you luv dropped by eb check in and no help in sight","negative"
"5809","why cant you help me after you made mistake and dropped my early bird check in on your end  where is the luv","negative"
"5810","i have a roundtrip ticket now and i need to change one leg of the trip to a nearby airport  not possible via website","neutral"
"5811","please do something about the speed of your wifi connections on your planes  it might as well be nonexistent","negative"
"5812","your crew on tonight was outstanding god bless them and the medically trained passengers on board","positive"
"5813","weather seriously cannot even be the only excuse at this point because it was awful service in the summer too over it","negative"
"5814","is seriously the worst i dont remember the last time i or someone i knew had a flight that wasnt delayed  cancelled flightled  etc","negative"
"5815","is there any way to get entry to the las vegas event to see perform ","neutral"
"5816","give the crew of swa a high five from this av8b guy for its nice xw landing into  nicely done","positive"
"5817","why do you charge so much moving from a full flight to an earlier flight with seats available  doesnt make sense to me","negative"
"5818","and now no wifi come on","negative"
"5819","on brd nowfrustrated we go 2 not if tld flt was gng 2b held earlier would not be a messcng bk unable due to overbk","negative"
"5820","have to be honest didnt expect a fast response thank you  off to we go","positive"
"5821","making miracles again the customer service department gave me by far one of the friendliest phone calls ever ","positive"
"5822","already signed up  thanks  looking forward to trying the southwest experience","positive"
"5823"," on aircraft change please have a better system in place not worth the paid upgrade ","negative"
"5824","good to know perhaps it was execution then","neutral"
"5825","love how you hold flight in phx for late flight passengers and make us all over an hour late flight great job","negative"
"5826","i tried to return to orig booked flt told overbookedgng to diff destfeel like we were switched on purpose bec of overbook","negative"
"5827","‚Äú you are forgiven most loved customerits as if you never left  ll‚Äù thats why youre bae ‚ùÔè","positive"
"5828","do we have a time estimate for our luggage well be sure to fill out your survey","negative"
"5829","you only hear about the bad things flying the last to weekends the flights and crews were awesome thank you ˇëçˇëç","positive"
"5830","sorry to spam it would just be so awesome to see in vegas your help would be absolutely amazing","positive"
"5831","dm sent","neutral"
"5832","can you please dm me i have a question for you ","neutral"
"5833","done0","neutral"
"5834","lets chat about flights to and from bwi and the carolina area can a girl get break ive had to resort to usair ˇòñ 2 a day","negative"
"5835","sent","neutral"
"5836"," remember me wouldnt let me on 305pm flight seats available now my 740 flight is delayed worst airline ","negative"
"5837"," thanks for making new direct flight to san francisco","positive"
"5838","the crew of has been great to us today traveling from ft lauderdale to louisville with 2 kids 7 and under thanks‚úàÔè‚úàÔè","positive"
"5839","will you please work out a contract with to offer service there","neutral"
"5840","please reply to my dm ‚ôÔè","neutral"
"5841","youre going to compensate us for the two plane changes in atlanta right","neutral"
"5842","next up enforcing your boarding procedure","negative"
"5843","roger wilco","negative"
"5844","how do i enter passport information on an existing reservation before check in","neutral"
"5845","any way you can help with entry to vegas event my boyfriend amp i have been fans since  they are awesome","neutral"
"5846","nvm gate said theyre holding connections thanks for quick response","positive"
"5847","to the rescue sundown in chicago next stop san antonio httptcorqbpmwettq","neutral"
"5848","yall say flt is on time yet we havent boarded for a 335 departure bc we are waiting on a new crew why the subterfuge","negative"
"5849","did yall get rid of the austin to cabo flights all together theres zero nonstop in aug and sept","negative"
"5850","looking forward to the beats music available on my flight today thats pretty cool","positive"
"5851","has some of the best airfare prices gotta luv them ","positive"
"5852","my flt was delayed scheduled to miss my connection can i get some help 8hh4p2","negative"
"5853","thank you will do","positive"
"5854","i didnt say anything about patience i said this is probably the last time i fly southwest i suggest others do the same","negative"
"5855","flight  ","negative"
"5856","iphone app adds passbook support httptcoljzdthd9bv","neutral"
"5857","do you have any tickets to the atlanta show i would love to go with my sister ‚ôÔèˇôè","neutral"
"5858","‚Äú no no you mustve heard us wrong sweet mixtapethough 4 the recordi didnt leave the 80s the 80s left me","neutral"
"5859"," thanks for the opportunity","positive"
"5860","dont ever tweet me again","negative"
"5861","problem is i wasnt issued a position until today at the gate and no option to upgrade not good when youre 64","negative"
"5862","might be the worst airline ever","negative"
"5863","truly the best in   if something goes wrong no matter how big or small the issue was they fix it thank you","positive"
"5864","you are the easiest airline to deal with i loveeee you so much","positive"
"5865","my 11am was canned i empathize but i think your team has lost the right to be capitalized its a lowercase team day","negative"
"5866","thank you","positive"
"5867","yes please","neutral"
"5868","ok gotcha ‚úàÔèˇòÉˇëç","positive"
"5869","oopsno functioning bathrooms on a fairly full flight  hope everyone on from new york can hold it  me included","negative"
"5870","im excited too but perhaps you could scale your excitement back by a few weeks","positive"
"5871","please help me and my best friend get tickets to we have so much to thank them for","neutral"
"5872","is there any way me amp my best friend could get tickets to  they mean everything in the world to us","neutral"
"5873","and i became best friends bcuz of is there any other way","neutral"
"5874","me amp are best friends because of  any chance we could get tickets to ","positive"
"5875","thank you ‚ùÔè‚ùÔè‚ùÔè you guys","positive"
"5876","my trip is a month awaywhy do you consider it around the corner is that a setting i can change","negative"
"5877","ceo gary kelly you all are absolutely my heroes httptcojtxyhqhfjj","neutral"
"5878","any site   gmail facebook etc","neutral"
"5879","ceo gary kelly we are americas most loved and most flown airline ","positive"
"5880","i tried again with your inflight wifi ","negative"
"5881","flight booking problems all my late flight summer travel did the auscun direct flight disappear","negative"
"5882","thank you i finally made it to my destination","positive"
"5883","luvin me some flights today dont change  and please add paypal as payment option","positive"
"5884","presceo gary kelly at addressing of his bwi based employees httptcooi32uq2ttz","neutral"
"5885","youre killing me always from to  ","negative"
"5886","when can i start flight booking problems for next years super bowl time ˇò","neutral"
"5887","will you ever have a nonstop from to  well take or too pleaseeeeee thank you","neutral"
"5888","almost bumped me off my flight to hrl when i was 20 minutes early then your staff was rude when i asked what was the problem","negative"
"5889","experiencing the worst customer service ever currently waited for cs rep then put on hold but actually was hung up on","negative"
"5890","makes flying for fun flight crew just led the plane in singing happy birthday to one of our guys ","positive"
"5891","thank you please follow and i will send","neutral"
"5892","i just received your birthday card  it was amazing and made me smile with joy  nice videos  thanks","positive"
"5893","thanks  ","positive"
"5894","any idea if there will be any spring sales soon for travel from late flight august to early september going from pa to lax","neutral"
"5895","thanks for the b day concert i watched them all and noticed the fist bumphigh five at the end of the rock version","positive"
"5896","why doesnt your terminal b in lga have precheck makes me want to never fly your airline","negative"
"5897","just announced nonstop flights to dallas from columbus well next time best youll have less time airport hopin ˇòÇˇòÇ","neutral"
"5898","my boyfriend and i have loved since amp it would be so awesome to go to vegas event any way you can help","positive"
"5899","reviewing your oversize policy hardcase golfbags are free if under weight how do we add guitars and instruments to the list","negative"
"5900","you could have just said we dont know","negative"
"5901","why cant i find a cheap flight from dc to st louis the prices went up like crazy for april weekends","negative"
"5902","cant dm you without you following me","negative"
"5903","‚Äú  wed still be rocking out to this charttopping hit what  the 80s are over","neutral"
"5904","and on 225 and and 25 on 226th","neutral"
"5905","do yall know when the new routes from hou to aruba amp puerto vallarta will be available","neutral"
"5906","pwm direct to orlando on saturdays why is this only happening in march i thought it was going to be a permanent thing ","negative"
"5907","yes i can but you guys should get your act together","negative"
"5908","unable to check in my flight it says my itinerary is ineligible for checkin online go to counter very inconvenient","negative"
"5909","wow some things are better forgotten","neutral"
"5910","thank you great tool","positive"
"5911","you should know the crew today on flight aus to pdx was awesome ","positive"
"5912","thanks a lot for sending a special deal with  getting screwed is the best when on vacation get new partners","negative"
"5913","for your loyal alist customers it should be easier to get help and bring resolution to issues with your rewards program","negative"
"5914","no one has answersno one can help there is always a different story to why my and my fiancee cant be helped","negative"
"5915","dont worry you will ","neutral"
"5916","yes please train your customer service agents with correct protocol i should not be receiving different evrytime i call","negative"
"5917","never got any notification that flight was cancelled flighted today correct phone  and email on file not a happy customer","negative"
"5918","i was just sitting here talking at a tech conference about how awesome you guys are and this rolled across luv you guys ","positive"
"5919","do you have any flights from nasbwi ton march 23","neutral"
"5920","for my travel i see bz class and get away are sld out anytime is available  how do i know how many anytime are available","neutral"
"5921","thanks i get that it looks like all bwisjd services stops after aug 7 is that the case i cant find one date with flights","neutral"
"5922","can i get some luv with a fallow","neutral"
"5923","thanks for your attention ive been flying southwest for 3 years and havent had this issue in the past","positive"
"5924","do you have a pair of tickets to the show in atlanta id love to go ","neutral"
"5925","suggestion shades on the windows so travelers wont have to watch ur luggage handlers throwing their bags around","negative"
"5926","please help me get tickets to the club show in atlanta ","neutral"
"5927","do you perhaps have a pair to the atlanta show ","neutral"
"5928","your alist program is a complete joke your company does not value loyal customerstime to look for another goto airliner","negative"
"5929","whats with the pricing cache about to book a flight refreshed the page amp the price jumped from 73 to  ridiculous ˇòë","negative"
"5930","any tix to spare i wanna go see the show on friday in la with my friend ","neutral"
"5931","alist pref credit card holder called exclusive  and hung up after on hold for 14 min what gives","negative"
"5932","im a huge fan i would love tix to your show","positive"
"5933","following my bad","neutral"
"5934","is your bwisjd service seasonal wasnt part of extension called intl desk they didnt know want to fly in sept on sat","negative"
"5935","scott is the best thank yo from the bottom of my heartˇíïwith friends in la see u friday","positive"
"5936","why must the 445pm nonstop bosbna flight stop running after august 7","neutral"
"5937","i have 2d and 3d embossed badges and patches superior to the ones you are currently using 
httptco3fq3xelbon","neutral"
"5938","now flying non stop cmhoak has me daydreaming about a trip to the bayespecially in this weather ","positive"
"5939"," 3 flights yesterday no treats but nuts and pretzels also no origami in the magazine new policies ","negative"
"5940","is awful they have lost my bag and arent providing any info this is day 3 and nothing ","negative"
"5941","if this flight is cancelled flighted or delayed any further i expect full compensation for my park ticket hotel amp flight","negative"
"5942","yeehaw you found us another plane  thx for listening to me vent","positive"
"5943","there is a good chance myself nor anyone else in this airport will ever be flight booking problems southwest again","negative"
"5944","and your costumer service representative lied to me and ensured me the plane would be leaving by  its scheduled for ","negative"
"5945","not to mention i now have to sit in the airport for 4 hours youve ruined my trip i am not happy and want compensation","negative"
"5946","you need to get your act together you new this morning at our plane was malfunctioning yet ive been delayed 3 times ","negative"
"5947"," keeping families apart w your quirky archaic policies any other airline accommodates in this situation","negative"
"5948","report was filed but would like to support some active searching  feels pretty passive now  info on computer is precious","negative"
"5949","surprise surprise more delays seems to be the norm  broken down equipment","negative"
"5950","this is unbelievable thank you so much ","positive"
"5951","amazing cs today by sw thank you so very much this is the reason we fly you ","positive"
"5952","is the best airline out there no one is better than them ","positive"
"5953","great cabin and flight crew this morning on  a great smile and happy staff are signs of a happy company thanks","positive"
"5954","thank you for always going above and beyond with your customer service ","positive"
"5955","yes can do","neutral"
"5956","why doesnt mean tsa precheck show up on my mobile boarding pass my ktn is linked to my account","negative"
"5957","great news for today finally columbus top unserved market will have flights","positive"
"5958","no flights to hrl  is this a limited route","negative"
"5959","is really stepping up their serviceˇê httptcovqtyza6mzu","positive"
"5960","this inflight wifi is the absolute worst id be willing to have paid double for dialup speeds  ","negative"
"5961","are there any flights from msp to hrl in march im looking at 319323","neutral"
"5962","yes i know that also noticed you offer a list boarding after a60 so your programs are too popular","negative"
"5963","i pay for a service to be delivered whether or not it is your fault shouldnt there be some sort of compensation","negative"
"5964","a little surprised my early bird got me b15 from den to kc just now worst ive had whats up","negative"
"5965","again please accept my apologies for my lame childish tweet you didnt deserve that amp i remain a loyal sw customer","positive"
"5966","i owe you an apology my tweet was out of frustration not constructive criticism im a sw fan amp love your service","positive"
"5967","wouldnt it be awesome for my first time flying to be ","neutral"
"5968","just booked trip to cancun‚ùÔè no baggage feesbut need to have more flight time options","positive"
"5969","thank you ","positive"
"5970","i can easily get to the atlanta show i just need tickets help","neutral"
"5971"," got duped w a connection on 1st flight sneaky now u wont give me a seat on an earlier flight w availability shameful","negative"
"5972","adding direct flights from to  
httptcop8vcz4xthm via ","neutral"
"5973","that would be great thank you ill send it over when you follow","positive"
"5974","boarding passes now compatible with 
httptco1esmmnizek","neutral"
"5975"," real sincere apology makes my day glad to know flying mail is more important than me never flying sw again ","negative"
"5976","i already follow you and cant dm because u need to follow me back","negative"
"5977","my dm wont go through but it is  please let me know if you need anything else","neutral"
"5978","can someone rebook me please direct message me","neutral"
"5979"," rude customer svc wont accommodate an earlier flight wo charge us mail takes priority over customers ","negative"
"5980","rude gate agent wholly unacceptable to us amp other passengers think this will be our last time on sw","negative"
"5981","having trouble reflight booking problems a cancelled flighted flight no one picking up phones and your site isnt working","negative"
"5982","love sw foreverˇòÉˇíïˇòç‚‚","positive"
"5983","please hire an efficiency consultant to manage your phx baggage checkin way to many open kiosks with s of ppl waiting","negative"
"5984","question all  when will i receive my yearly bonus point accumulation i think its around now but not sure  thanks ","neutral"
"5985"," im flying on one right this minute","neutral"
"5986","sw rocks thanks for the reply and the follow rebooked earlier flight","positive"
"5987","congrats","positive"
"5988","well deserved","positive"
"5989","please please please choose me to go see   ","neutral"
"5990","i always tell everyone to fly southwest congratulations","positive"
"5991","friendliest employees","positive"
"5992","i got a phishing email claiming to be from southwest i can forward to you if youd like to investigate","neutral"
"5993","unfortunately no its my lack of status thats the big problem my company policy forces me to buy the cheapest tickets","neutral"
"5994","every flight flown by me personallyabout two round trips per month is full still hard to believe fly 8 hours thru atlno","negative"
"5995","superb choice  swa i am a raving fan they even take stress out of weatherrelate flightd glitches  ","positive"
"5996","has 22 employees on social care team 4 staff the listening ctr at any timerest of spots filled by other areas ","neutral"
"5997","listening center is open seating just like on their planes ","positive"
"5998","double up with this comment phl to anywhere south florida is gone gone gone hello us air","negative"
"5999"," i dont like the new schedule no more nonstops from phl to fll or pbi we are not free to move between those cities sad","negative"
"6000","incredibly frustrating i emailed but still havent received a response","negative"
"6001","i paid for inflight wifi only for it not to work download speed was 021mbps amp i ended up watching the free tv instead","negative"
"6002","sure can just a second","neutral"
"6003","oh my god thank you so much i just sent you a dm","positive"
"6004","i wish i wouldve known so i couldve slept 2 hours more and let my friend know not to wait for me after she lands","negative"
"6005","thank you for the prompt response i will email late flightr today","positive"
"6006","thanks to  i get to go to the show this weekend in utah   ","positive"
"6007","congratulations","neutral"
"6008","for my grandma ellas 80th she would love a bday greeting from your flight crew she was a stewardess for eastern airlines","neutral"
"6009","is there any chance i could get tickets to the show in vegas ive been a huge fan for years pretty please","neutral"
"6010","love u southwest youve always been helpful when i traveled a lot wmy son infanttoddler u were great","positive"
"6011","love flying southwest best flight attendants ever","positive"
"6012","nothing express about your express bag drop at phoenix sky harbor","negative"
"6013","is it possible to book a refundable trip willing to pay extra this would be for a domestic round trip flight","neutral"
"6014","used to exclusively fly sw but late flightly direct flights amp cheaper costs have me switched ˇòî whyso fewdirectflights","negative"
"6015","would you be willing to help me surprise my bestfriend with tickets to go see  gracias","neutral"
"6016","mac computer left on bwi to la flight on 14th  reward for recovery info important to owner","neutral"
"6017","i do like your airlines congrats  ","positive"
"6018","hi guys good morning how are you doing","positive"
"6019","is there an email address i can send some thoughts to this experience was really not good amp i have some feedback","negative"
"6020","southwest is definitely my favorite airline to fly d","positive"
"6021","congratulations","positive"
"6022","great my flight is delayed three hours now my friend has to wait for me at the airport for hours on her birthday ˇòíˇëû","negative"
"6023","guess where ashley is shes doing a great job presenting httptco5znmwxdi9u","positive"
"6024","using social business roadmap to develop intelligent path to embed social across enterprise ","neutral"
"6025","adds new direct flights from to oakland amp boston starting august ","neutral"
"6026","is there anyway to pay more to get priority boarding a 115","neutral"
"6027","birthday is the 24th and hes not seeing imagine dragons at ","negative"
"6028","thank you for integrating with passbook on ios it all works so much better now","positive"
"6029","is my friend lucky enough to see live on his birthday hes been a fan for years ","negative"
"6030","ive been a fan of imagine dragons since and theyre my fave band and is during my bday can i get tix","neutral"
"6031","whats up with flight ft myers to milwaukee","neutral"
"6032","my birthday is during could i get tix httptco07xhcacjax","neutral"
"6033","please bring back rdu to fll direct route  i noticed it is missing starting in late flight august  the flights are always packed","neutral"
"6034","when you enter every contest for and lose ","negative"
"6035","is main supporter of play where jesus is portrayed as homosexual partner of judas and who performs a ‚Äúgay wedding‚Äù ","negative"
"6036","hi do you know why is already delayed until 935pm tonight thanks ","neutral"
"6037","youre giving everyone tix for except for me and its during my birthday","negative"
"6038","my birthday is during and im a huge fan anyway i can get tickets","positive"
"6039"," thanks to the agent boarding  atlaus left my wallet on the inbound he found it for me","positive"
"6040","i sent you my conf number yesterday","negative"
"6041","iphone app now has passbook support whoot its the little things in life ˇòú","positive"
"6042","thanks will do","neutral"
"6043","if you read my tweet it is a gap in process for folks that take multiple flights in one day","neutral"
"6044"," do you know where my plane is coming from  im on sw flight from rsw to mke","neutral"
"6045","well it was fun while it lasted not happy about the change to redeeming reward points wont be loyal anymore","negative"
"6046","why the delay on flight bdl to mco need to get to florida for the ‚òÄÔèamp races in daytona","negative"
"6047","aww thanks other than that love it","positive"
"6048","learn how to give folks on multiple flights the same day boarding position at least if you cant give them  boarding passes","negative"
"6049","were here at mco thanks","positive"
"6050","schedule is open through the end of october got columbus day wknd in new england for 50k points for 4 check your calendar","neutral"
"6051","the new logo is going to look amazing on the airplanes","positive"
"6052","i am now a rapids rewards member ","neutral"
"6053","okay just signed up","neutral"
"6054","whens the next deal going to happen a poor college student is trying to fly to orlando instead of drive in august lol","neutral"
"6055","i appreciate the reply rt  we‚Äôre so sorry to keep you waiting laura an agent will be with you shortlycb","positive"
"6056","booked our flights this morning cant wait to move about the country","neutral"
"6057","i love you guys had to take a few other airlines this weekmakes me love and appreciate yall so much more ","positive"
"6058","im getting leathery from the heat on before i even get to vegas","negative"
"6059","my first flight ever and flight is already having technical issues faaaannntasticˇò","negative"
"6060","trying to get to mexico in september how about affordable nonstop flights","neutral"
"6061","how it feels on flight httptcojm8gq1kgrf","negative"
"6062","i think me and my group could use some nice cold drinks once we get in the airwe are all over 21 ˇòúˇòû","neutral"
